,paperId,abstract,authors,citationCount,citationStyles,citations,journal,referenceCount,title,year
2446,d4f5ef88dd2e8f028d47ea89fe68e09c4d40bd6c,"Sentiment analysis is a type of opinion mining study analyzing people's thoughts, feelings, and assessments evaluations of society things such as products, services, and institutions individuals, organizations, events and etc. This paper focuses on an effective machine learning model, Recurrent Neural Network (RNN), for sentiment analysis of both Bengali and English text. For sentiment analysis of Bengali text, we construct a novel dataset accumulated from different open source sites and social media. The dataset comprises over 17,000 texts, which are labelled as neutral, positive, and negative. Our study provides a rigorous comparative analysis on the performance of RNN in terms of sentiment analysis of both raw text and corresponding translated text (for both English and Bengali language). In summary, we achieve 82.9% and 84.5% accuracies for sentiment analysis of Bengali and English text respectively using RNN.","[{'authorId': '2154835144', 'name': 'S. N. Monjoor'}, {'authorId': '12831464', 'name': 'O. Faruk'}, {'authorId': '2154837478', 'name': 'K. M. Mahmudul Haque'}, {'authorId': '2151951107', 'name': 'F. Iqbal'}, {'authorId': '2050712775', 'name': 'M. A. Mitu'}, {'authorId': '2110034858', 'name': 'M. A. Islam'}, {'authorId': '79335343', 'name': 'M. Mukta'}]",3.0,"{'bibtex': '@Article{Monjoor2021ACS,\n author = {S. N. Monjoor and O. Faruk and K. M. Mahmudul Haque and F. Iqbal and M. A. Mitu and M. A. Islam and M. Mukta},\n journal = {The 2nd International Conference on Distributed Sensing and Intelligent Systems (ICDSIS 2021)},\n pages = {220-231},\n title = {A Comparative study for sentiment analysis of raw and translated text},\n volume = {2021},\n year = {2021}\n}\n'}",,"{'volume': '2021', 'pages': '220-231', 'name': 'The 2nd International Conference on Distributed Sensing and Intelligent Systems (ICDSIS 2021)'}",15.0,A Comparative study for sentiment analysis of raw and translated text,2021.0
2447,d5020b0925ffb5a8503f8b079442eeba408b83b3,"This paper focuses on how to give the intelligent virtual agent (IVA) behaviors with personalized features. It takes full account of the impact of personality and emotion factor on IVA's behavior, and proposes a path planning algorithm influenced by personality parameters - PD* (Personality D*) algorithm, which is improved on the basis of D* algorithm. PD* algorithm set different level of dangerous coefficient which is associated with IVA's personality, and adopts Heuristic search function based on energy to realize path planning with personality characteristic. The algorithm was tested and applied to an IVA in a Smart Home.","[{'authorId': '2108833763', 'name': 'Shi Lin'}, {'authorId': '46644542', 'name': 'Li Zhigang'}]",0.0,"{'bibtex': '@Article{Lin2012APP,\n author = {Shi Lin and Li Zhigang},\n booktitle = {IEEE Symposium on Electrical & Electronics Engineering},\n journal = {2012 IEEE Symposium on Electrical & Electronics Engineering (EEESYM)},\n pages = {581-584},\n title = {A path planning algorithm for intelligent virtual agent},\n year = {2012}\n}\n'}",[],"{'name': '2012 IEEE Symposium on Electrical & Electronics Engineering (EEESYM)', 'pages': '581-584'}",11.0,A path planning algorithm for intelligent virtual agent,2012.0
2448,d50e12d5baf8ed0a3f063ad4169eddaec2e5b751,"
 
 This paper describes entries to the third Playable Experiences track to be held at the AIIDE conference. We discuss the five entries accepted to the track for 2015, as well as the ongoing development of the track as part of AIIDE.
 
","[{'authorId': '15914175', 'name': 'Nathan R Sturtevant'}, {'authorId': '2633360', 'name': 'Jeff Orkin'}, {'authorId': '2088944', 'name': 'Robert Zubek'}, {'authorId': '48878113', 'name': 'Michael Cook'}, {'authorId': '34810994', 'name': 'Stephen G. Ware'}, {'authorId': '2286384', 'name': 'Christian Stith'}, {'authorId': '145513579', 'name': 'R. Young'}, {'authorId': '2056621390', 'name': 'Phillip Wright'}, {'authorId': '1409225781', 'name': 'Squirrel Eiserloh'}, {'authorId': '152999225', 'name': 'A. Ramirez'}, {'authorId': '1884952', 'name': 'V. Bulitko'}, {'authorId': '114998911', 'name': 'Kieran Lord'}]",20.0,"{'bibtex': '@Inproceedings{Sturtevant2014PlayableEA,\n author = {Nathan R Sturtevant and Jeff Orkin and Robert Zubek and Michael Cook and Stephen G. Ware and Christian Stith and R. Young and Phillip Wright and Squirrel Eiserloh and A. Ramirez and V. Bulitko and Kieran Lord},\n pages = {308-},\n title = {Playable Experiences at AIIDE 2014},\n year = {2014}\n}\n'}",,{'pages': '308-'},29.0,Playable Experiences at AIIDE 2014,2014.0
2449,d51f4c193dc322b3cb93e227d168c63ee0637332,"In social interactions, interpersonal distance between interaction partners plays an important role in determining the status of the relationship. Interpersonal distance is an important nonverbal behavior, and is used to regulate personal space in a complex interplay with other nonverbal behaviors such as eye gaze. In social anxiety, studies regarding the impact of interpersonal distance on within-situation avoidance behavior are so far rare. Thus the present study aimed to scrutinize the relationship between gaze direction, sex, interpersonal distance, and social anxiety in social interactions. Social interactions were modeled in a virtual-reality (VR) environment, where 20 low and 19 high socially anxious women were confronted with approaching male and female characters, who stopped in front of the participant, either some distance away or close to them, and displayed either a direct or an averted gaze. Gaze and head movements, as well as heart rate, were measured as indices of avoidance behavior and fear reactions. High socially anxious participants showed a complex pattern of avoidance behavior: when the avatar was standing farther away, high socially anxious women avoided gaze contact with male avatars showing a direct gaze. Furthermore, they showed avoidance behavior (backward head movements) in response to male avatars showing a direct gaze, regardless of the interpersonal distance. Overall, the current study proved that VR social interactions might be a very useful tool for investigating avoidance behavior of socially anxious individuals in highly controlled situations. This might also be the first step in using VR social interactions in clinical protocols for the therapy of social anxiety disorder.","[{'authorId': '34439843', 'name': 'M. Wieser'}, {'authorId': '145825010', 'name': 'P. Pauli'}, {'authorId': '3020847', 'name': 'Miriam Grosseibl'}, {'authorId': '3104492', 'name': 'Ina Molzow'}, {'authorId': '1684604', 'name': 'A. Mühlberger'}]",85.0,"{'bibtex': '@Article{Wieser2010VirtualSI,\n author = {M. Wieser and P. Pauli and Miriam Grosseibl and Ina Molzow and A. Mühlberger},\n journal = {Cyberpsychology, behavior and social networking},\n pages = {\n          547-54\n        },\n title = {Virtual Social Interactions in Social Anxiety - The Impact of Sex, Gaze, and Interpersonal Distance},\n volume = {13 5},\n year = {2010}\n}\n'}",,"{'volume': '13 5', 'pages': '\n          547-54\n        ', 'name': 'Cyberpsychology, behavior and social networking'}",48.0,"Virtual Social Interactions in Social Anxiety - The Impact of Sex, Gaze, and Interpersonal Distance",2010.0
2450,d52a8469b7a720f02ec8ca4bf7539036caad885b,"The BERT2 social robot, a platform for the exploration of human-robot interaction, is currently being built at the Bristol Robotics Laboratory. This paper describes work on the robot's face, a hybrid face composed of a plastic faceplate and an LCD display, and our implementation of facial expressions on this versatile platform. We report the implementation of two representations of affect space, each of which map the space of potential emotions to specific facial feature parameters and the results of a series of human-robot interaction experiments to characterize the recognizability of the robot's archetypal facial expressions. The tested subjects' recognition of the implemented facial expressions for happy, surprised, and sad was robust (with nearly 100% recognition). Subjects, however, tended to confuse the expressions for disgusted and afraid with other expressions, with correct recognition rates of 21.1% and 52.6% respectively. Future work involves the addition of more realistic eye movements for stronger recognition of certain responses. These results demonstrate that a hybrid face with affect space facial expression implementations can provide emotive conveyance readily recognized by human beings.","[{'authorId': '3097045', 'name': 'D. Bazo'}, {'authorId': '144301847', 'name': 'R. Vaidyanathan'}, {'authorId': '34348169', 'name': 'A. Lenz'}, {'authorId': '1730409', 'name': 'C. Melhuish'}]",32.0,"{'bibtex': '@Article{Bazo2010DesignAT,\n author = {D. Bazo and R. Vaidyanathan and A. Lenz and C. Melhuish},\n journal = {2010 IEEE/RSJ International Conference on Intelligent Robots and Systems},\n pages = {5317-5322},\n title = {Design and testing of a hybrid expressive face for a humanoid robot},\n year = {2010}\n}\n'}",,"{'pages': '5317-5322', 'name': '2010 IEEE/RSJ International Conference on Intelligent Robots and Systems'}",24.0,Design and testing of a hybrid expressive face for a humanoid robot,2010.0
2451,d53af9bdfc37b8a58ffe067b2024bb6144e72cd9,"Pedagogical agents – lifelike characters that guide users through multimedia learning environments – are intended to facilitate the learning process. According to social agency theory, the presentation of social cues (the image and voice of the agent) may prime the social interaction schema and cause the learner to deeply process the learning material. Research on pedagogical agents focuses mainly on either the role of the presence of pedagogical agents, by comparing agent and no-agent groups, or on the design of the character, by comparing different agent groups. This article takes a comprehensive view combining both approaches in order to answer the question of how pedagogical agents should be designed so as to promote learner motivation and learning. It is argued that not only the mere presence, but also the valence of the social cues presented plays a decisive role. Two experiments examine the role of the perceived appeal of a pedagogical agent’s appearance and voice. The results of Experiment 1 indic...","[{'authorId': '1932752', 'name': 'Steffi Domagk'}]",118.0,"{'bibtex': '@Article{Domagk2010DoPA,\n author = {Steffi Domagk},\n journal = {J. Media Psychol. Theor. Methods Appl.},\n pages = {84-97},\n title = {Do Pedagogical Agents Facilitate Learner Motivation and Learning Outcomes?},\n volume = {22},\n year = {2010}\n}\n'}",,"{'volume': '22', 'pages': '84-97', 'name': 'J. Media Psychol. Theor. Methods Appl.'}",56.0,Do Pedagogical Agents Facilitate Learner Motivation and Learning Outcomes?,2010.0
2452,d588bfb109693795ad4d9e3d57fa3e13f649c903,,"[{'authorId': '2071582721', 'name': 'Murat Akçay'}]",1081.0,"{'bibtex': '@Inproceedings{Akçay2017AdvantagesAC,\n author = {Murat Akçay},\n title = {Advantages and challenges associated with augmented reality for education : A systematic review of the literature},\n year = {2017}\n}\n'}",,"{'volume': '', 'name': ''}",78.0,Advantages and challenges associated with augmented reality for education : A systematic review of the literature,2017.0
2453,d5c870988bc490dc87d4a06ee0e6342a5b165187,"We have developed a general purpose use and modular architecture of an Embodied Conversational Agent (ECA) called Greta. Our 3D agent is able to communicate using verbal and nonverbal channels like gaze, head and torso movements, facial expressions and gestures. It follows the SAIBA framework [10] and the MPEG4 [6] standards. Our system is optimized to be used in interactive applications.","[{'authorId': '1759118', 'name': 'Radoslaw Niewiadomski'}, {'authorId': '1772136', 'name': 'Elisabetta Bevacqua'}, {'authorId': '2169958', 'name': 'M. Mancini'}, {'authorId': '1703084', 'name': 'C. Pelachaud'}]",146.0,"{'bibtex': '@Inproceedings{Niewiadomski2009GretaAI,\n author = {Radoslaw Niewiadomski and Elisabetta Bevacqua and M. Mancini and C. Pelachaud},\n pages = {1399-1400},\n title = {Greta: an interactive expressive ECA system},\n year = {2009}\n}\n'}",,{'pages': '1399-1400'},10.0,Greta: an interactive expressive ECA system,2009.0
2454,d5ca5efdecba2707aab57d4cb2df008a7ecdd0dd,"Recent years have witnessed the birth of a new paradigm for learning environments: animated pedagogical agents. These lifelike autonomous characters cohabit learning environments with students to create rich, face-to-face learning interactions. This opens up exciting new possibilities; for example, agents can demonstrate complex tasks, employ locomotion and gesture to focus students' attention on the most salient aspect of the task at hand, and convey emotional responses to the tutorial situation. Animated pedagogical agents offer great promise for broadening the bandwidth of tutorial communication and increasing learning environments' ability to engage and motivate students. This article sets forth the motivations behind animated pedagogical agents, describes the key capabilities they offer, and discusses the technical issues they raise. The discussion is illustrated with descriptions of a number of animated agents that represent the current state of the art.","[{'authorId': '145834590', 'name': 'W. Johnson'}, {'authorId': '2019292', 'name': 'J. Rickel'}, {'authorId': '1717955', 'name': 'James C. Lester'}]",1152.0,"{'bibtex': '@Inproceedings{Johnson2000AnimatedPA,\n author = {W. Johnson and J. Rickel and James C. Lester},\n title = {Animated Pedagogical Agents: Face-to-Face Interaction in Interactive Learning Environments},\n year = {2000}\n}\n'}",,"{'volume': '', 'name': ''}",87.0,Animated Pedagogical Agents: Face-to-Face Interaction in Interactive Learning Environments,2000.0
2455,d5f799ebc283e399f1b13516f28588c1a8fadb32,,"[{'authorId': '47851995', 'name': 'A. Metallinou'}, {'authorId': '3161887', 'name': 'Zhaojun Yang'}, {'authorId': '2467369', 'name': 'Chi-Chun Lee'}, {'authorId': '2106794', 'name': 'C. Busso'}, {'authorId': '2090211', 'name': 'S. Carnicke'}, {'authorId': '145254843', 'name': 'Shrikanth S. Narayanan'}]",55.0,"{'bibtex': '@Article{Metallinou2016TheUC,\n author = {A. Metallinou and Zhaojun Yang and Chi-Chun Lee and C. Busso and S. Carnicke and Shrikanth S. Narayanan},\n journal = {Language Resources and Evaluation},\n pages = {497-521},\n title = {The USC CreativeIT database of multimodal dyadic interactions: from speech and full body motion capture to continuous emotional annotations},\n volume = {50},\n year = {2016}\n}\n'}",,"{'volume': '50', 'pages': '497-521', 'name': 'Language Resources and Evaluation'}",60.0,The USC CreativeIT database of multimodal dyadic interactions: from speech and full body motion capture to continuous emotional annotations,2016.0
2456,d621786b597687f555fae83dc1a021fd21713d90,"Abstract The concept of an agent has become important in both artificial intelligence (AT) and mainstream computer science. Our aim in this paper is to point the reader at what we perceive to be the most important theoretical and practical issues associated with the design and construction of intelligent agents. For convenience, we divide these issues into three areas (though as the reader will see, the divisions are at times somewhat arbitrary). Agent theory is concerned with the question of what an agent is, and the use of mathematical formalisms for representing and reasoning about the properties of agents. Agent architectures can be thought of as software engineering models of agents; researchers in this area are primarily concerned with the problem of designing software or hardware systems that will satisfy the properties specified by agent theorists. Finally, agent languages are software systems for programming and experimenting with agents; these languages may embody principles proposed by theorists. The paper is not intended to serve as a tutorial introduction to all the issues mentioned; we hope instead simply to identify the most important issues, and point to work that elaborates on them. The article includes a short review of current and potential applications of agent technology.","[{'authorId': '48106342', 'name': 'M. Wooldridge'}, {'authorId': '144626042', 'name': 'N. Jennings'}]",7126.0,"{'bibtex': '@Article{Wooldridge1995IntelligentAT,\n author = {M. Wooldridge and N. Jennings},\n journal = {The Knowledge Engineering Review},\n pages = {115 - 152},\n title = {Intelligent agents: theory and practice},\n volume = {10},\n year = {1995}\n}\n'}",,"{'volume': '10', 'pages': '115 - 152', 'name': 'The Knowledge Engineering Review'}",233.0,Intelligent agents: theory and practice,1995.0
2457,d62ce6d0a131781d538fa8cb2c8781a3a567a7fd,,"[{'authorId': '1683412', 'name': 'Pascale Fung'}]",18.0,"{'bibtex': '@Article{Fung2015ROBOTSWH,\n author = {Pascale Fung},\n journal = {Scientific American},\n pages = {\n          60-3\n        },\n title = {ROBOTS WITH HEART.},\n volume = {313 5},\n year = {2015}\n}\n'}",,"{'volume': '313 5', 'pages': '\n          60-3\n        ', 'name': 'Scientific American'}",0.0,ROBOTS WITH HEART.,2015.0
2458,d63addfd508a7273bb9bf98f48883256ff12b46f,"Important progress has been made in the methodology for making computer systems easier to use. Highlights are the ""Wizard-of-Oz"" technique and rapid iterative developmental testing. It is argued that more fundamental advances, inventions of truly new and useful computer-based cognitive tools, will result from deeper behavioral analysis of the capabilities and limitations of human performance. Three such analysis methods are described; failure analysis, individual difference analysis, and time profile analysis. A few dramatic success stories are recounted. Promising targets for ""synthesis by analysis"" are proposed. The reason for this meeting is a shared desire to make computers better tools for people to use in the pursuit of their goals. I 'm going to talk about how to go about doing that. First I'll review what I believe to be highlights of what's been learned so far about how to do our business. Then I'll propose some ways in which I think we can make our future efforts have even broader and more profound effects. As a group, the members of the sponsoring organizations and the audience combine psychology, the study of behavior, with computer science and design, disciplines of invention and construction. It's clear enough why both interests are engaged by the task of building computer tools for human use. But it has not always been obvious how to produce an effective merger of the two. Memory is only too fresh of the days in which programmers programmed only for other programmers, and psychologists only carped. Not long enough gone is the time when human factors specialists were called in to bless a system shortly before it was marketed, and if allowed to do an evaluation at all, took so long and learned so little as to be classified as an expense. Permission to copy without fee all or part of this material is granted provided that the copies are not made or distributed for direct commercial advantage, the ACM copyright notice and the title of the publication and its date appear, and notice is given that copying is by permission of the Association for Computing Machinery. To copy otherwise, or to republish, requires a fee and/or specific permission. ©1987 ACM-0-89791-213-6/87/0004/0333 $00.75 In the last 5 years we have come a long way. There has been a sea change in attitudes. Designers and programmers have inscribed the words ""user friendly"" on their doorposts, while whole divisions of Fortune 500 companies have focused their efforts on usability. Tools ""such as user interface management systems have been developed to make it easier to focus on the issue, and a number of user-oriented inventions like windows, mice and icons have actually found their way into wide use. Methods for informing the design and development process have also improved dramatically. The most effective improvements have come from the introduction of techniques by which new ideas can be tried and tested for usability quickly, cheaply, and very early in the development cycle. In one, the ""Wizard-of-Oz"" method pioneered by John Gould (Gould, Conti and Hovanyecz, 1983), new system functions or features are evaluated before anything at all is built by having a hidden human play the role of the would-be computer. Another extremely effective methodology that is being applied with increasing frequency and benefit is rapid iterative user testing during development. Feedback from tests of small numbers of representative users suggests modifications of an early prototype which are quickly made, similarly tested, loop. An exemplary application is described by Good, Whiteside and Wixon (1984), who obtained a manyfold reduction in user difficulties by iteratively redesigning an interface on the basis of experience with a prototype installed in a shopping center test facility. Still another promising technique has been the development of approximate computational models of users that allow ""ballpark"" evaluations of certain aspects of interfaces during the design phase itself (Card, Moran and Newell, 1983; Kieras and Polson, 1985) Also, of course, there has been a considerable accumulation of art and wisdom on the part of both human factors people and designers who have been paying attention to these matters, and much of it has been capttlred in compendia of design guidelines (e.g. Smith and Mosier, 1984), and is even beginning to be frozen into requirements and standards. What's next? I believe there are important opportunities for a deeper synergy between behavioral analysis and the powerful techniques of computer science for realizing systems that help with intellectual tasks, I believe that we should broaden the conception of our role as workers","[{'authorId': '1836606', 'name': 'T. Landauer'}]",50.0,"{'bibtex': '@Inproceedings{Landauer1986PsychologyAA,\n author = {T. Landauer},\n pages = {333-335},\n title = {Psychology as a mother of invention},\n year = {1986}\n}\n'}",,{'pages': '333-335'},11.0,Psychology as a mother of invention,1986.0
2459,d65e6b99059292cd145b00ecdea947dad89dae91,"Video game non-player characters (NPCs) are a type of agent that often inherits emotion models and functions from ancestor virtual agents. Few emotion models have been designed for NPCs explicitly, and therefore do not approach the expressive possibilities available to live-action performing actors nor hand-crafted animated characters. With distinct perspectives on emotion generation from multiple fields within narratology and computational cognitive psychology, the architecture of NPC emotion systems can reflect the theories and practices of performing artists. This chapter argues that the deployment of virtual agent emotion models applied to NPCs can constrain the performative aesthetic properties of NPCs. An actor-centric emotion model can accommodate creative processes for actors and may reveal what features emotion model architectures should have that are most useful for contemporary game production of photorealistic NPCs that achieve cinematic acting styles and robust narrative design.","[{'authorId': '144812758', 'name': 'Sheldon Schiffer'}]",0.0,"{'bibtex': '@Inproceedings{Schiffer2021MultiDisciplinaryPT,\n author = {Sheldon Schiffer},\n pages = {17-42},\n title = {Multi-Disciplinary Paths to Actor-Centric Non-Player Character Emotion Models},\n year = {2021}\n}\n'}",[],"{'name': '', 'pages': '17-42', 'volume': ''}",31.0,Multi-Disciplinary Paths to Actor-Centric Non-Player Character Emotion Models,2021.0
2460,d65ff869293ba3fe5f9e460656c657417e2f660b,"Using functional magnetic resonance imaging (fMRI), we found an area in the fusiform gyrus in 12 of the 15 subjects tested that was significantly more active when the subjects viewed faces than when they viewed assorted common objects. This face activation was used to define a specific region of interest individually for each subject, within which several new tests of face specificity were run. In each of five subjects tested, the predefined candidate “face area” also responded significantly more strongly to passive viewing of (1) intact than scrambled two-tone faces, (2) full front-view face photos than front-view photos of houses, and (in a different set of five subjects) (3) three-quarter-view face photos (with hair concealed) than photos of human hands; it also responded more strongly during (4) a consecutive matching task performed on three-quarter-view faces versus hands. Our technique of running multiple tests applied to the same region defined functionally within individual subjects provides a solution to two common problems in functional imaging: (1) the requirement to correct for multiple statistical comparisons and (2) the inevitable ambiguity in the interpretation of any study in which only two or three conditions are compared. Our data allow us to reject alternative accounts of the function of the fusiform face area (area “FF”) that appeal to visual attention, subordinate-level classification, or general processing of any animate or human forms, demonstrating that this region is selectively involved in the perception of faces.","[{'authorId': '1931482', 'name': 'N. Kanwisher'}, {'authorId': '46449222', 'name': 'J. McDermott'}, {'authorId': '3286262', 'name': 'M. Chun'}]",7356.0,"{'bibtex': '@Article{Kanwisher1997TheFF,\n author = {N. Kanwisher and J. McDermott and M. Chun},\n journal = {The Journal of Neuroscience},\n pages = {4302 - 4311},\n title = {The Fusiform Face Area: A Module in Human Extrastriate Cortex Specialized for Face Perception},\n volume = {17},\n year = {1997}\n}\n'}",,"{'volume': '17', 'pages': '4302 - 4311', 'name': 'The Journal of Neuroscience'}",42.0,The Fusiform Face Area: A Module in Human Extrastriate Cortex Specialized for Face Perception,1997.0
2461,d674763a31eaa14c5d0425a694ea71669fedbc4e,Contents: The Phenomenon and the Methods to Be Used in Its Investigation. Working Memory as a Potential Mediator. Processing Speed as a Potential Mediator. Summary.,"[{'authorId': '3344407', 'name': 'T. Salthouse'}]",223.0,"{'bibtex': '@Inproceedings{Salthouse1992MechanismsOA,\n author = {T. Salthouse},\n title = {Mechanisms of Age Cognition Relations in Adulthood},\n year = {1992}\n}\n'}",,"{'volume': '', 'name': ''}",0.0,Mechanisms of Age Cognition Relations in Adulthood,1992.0
2462,d68dde94572b89baad1e36c35b2cfc1d69628170,,"[{'authorId': '39540970', 'name': 'Ginevra Castellano'}, {'authorId': '2169958', 'name': 'M. Mancini'}]",13.0,"{'bibtex': '@Inproceedings{Castellano2009AnalysisOE,\n author = {Ginevra Castellano and M. Mancini},\n pages = {193-198},\n title = {Analysis of Emotional Gestures for the Generation of Expressive Copying Behaviour in an Embodied Agent},\n year = {2009}\n}\n'}",,{'pages': '193-198'},16.0,Analysis of Emotional Gestures for the Generation of Expressive Copying Behaviour in an Embodied Agent,2009.0
2463,d6c4ed037f8b0dbe14ac7dfc94ea9c9b60bc73ca,"Commercial chatbots such as Apple’s Siri, Microsoft’s XiaoIce, Amazon’s Alexa, Jingdong’s JIMI, and Alibaba’s Alime, have some great prospective in applications such as hosting programs, writing poetry, providing pre-sale consulting and after-sales service in E-commerce, and providing virtual shopping guidance. However, in most cases, existed chatbots in the world are neither designed specifically for children, nor suitable for children, especially for children with ASD (autism spectrum disorder). In order to develop chatbots that are suitable for children with ASD, the present study firstly adopted an open source chatting corpus containing more than 1.7 million question-and-answer Chinese sentences of chatting histories involving children in many cases, and screened out more than 400,000 ideal chatting sentences for model training. Then a generative-based method combing Bi-LSTM and attention mechanism with word embedding based on deep neural network was adopted to build a general Chinese chatbot. The quality evaluation results indicated that our chatbot can successfully intrigue participants’ interest and made them understand it well. The chatbot also showed its’ great potential for using in the conversation-mediated intervention for Chinese children with ASD.","[{'authorId': '2108262941', 'name': 'Xuan Li'}, {'authorId': '37234765', 'name': 'Huixin Zhong'}, {'authorId': '2119454939', 'name': 'Bin Zhang'}, {'authorId': '2108454268', 'name': 'Jiaming Zhang'}]",10.0,"{'bibtex': '@Article{Li2020AGC,\n author = {Xuan Li and Huixin Zhong and Bin Zhang and Jiaming Zhang},\n journal = {International Journal of Machine Learning and Computing},\n pages = {519-526},\n title = {A General Chinese Chatbot Based on Deep Learning and Its’ Application for Children with ASD},\n volume = {10},\n year = {2020}\n}\n'}",,"{'volume': '10', 'pages': '519-526', 'name': 'International Journal of Machine Learning and Computing'}",37.0,A General Chinese Chatbot Based on Deep Learning and Its’ Application for Children with ASD,2020.0
2464,d6d848ab41e697f09491daea1ac655aa307b631f,"The modality effect refers to a cognitive load learning effect that occurs when a mixed-mode (partly visual and partly auditory) presentation of information is more effective than a single-mode (either visual or auditory alone) presentation of the same information. For learning to occur, novel material must be organised and incorporated into long-term memory via a limited working memory. For instruction to be effective, it has to be designed in ways in which the limitations of working memory are overcome. As distraction and interference impose an additional memory load, their impact on the limited working memory system has to be taken into consideration in a multimedia context where the different formats of words and pictures allow for many possible ways of presenting information. The instructional predictions that flow from the experimental work on the modality effect are straightforward. From a practical perspective, the modality effect provides guidelines for effective instruction.","[{'authorId': '1819200', 'name': 'R. Mayer'}]",162.0,"{'bibtex': '@Inproceedings{Mayer2014TheCH,\n author = {R. Mayer},\n pages = {345-368},\n title = {The Cambridge Handbook of Multimedia Learning: Principles Based on Social Cues in Multimedia Learning: Personalization, Voice, Image, and Embodiment Principles},\n year = {2014}\n}\n'}",,"{'volume': '', 'pages': '345-368', 'name': ''}",33.0,"The Cambridge Handbook of Multimedia Learning: Principles Based on Social Cues in Multimedia Learning: Personalization, Voice, Image, and Embodiment Principles",2014.0
2465,d6df49d3fe4832ae2b1034da765b9546b489e668,,"[{'authorId': '1801981', 'name': 'C. Brom'}, {'authorId': '2547876', 'name': 'K. Pesková'}, {'authorId': '2842056', 'name': 'J. Lukavský'}]",59.0,"{'bibtex': '@Inproceedings{Brom2007WhatDY,\n author = {C. Brom and K. Pesková and J. Lukavský},\n pages = {89-101},\n title = {What Does Your Actor Remember? Towards Characters with a Full Episodic Memory},\n year = {2007}\n}\n'}",,{'pages': '89-101'},19.0,What Does Your Actor Remember? Towards Characters with a Full Episodic Memory,2007.0
2466,d7077b579a3b8352ae59d00deec94c99b64ac06b,"Empathy reflects the natural ability to perceive and be sensitive to the emotional states of others, coupled with a motivation to care for their well-being. It has evolved in the context of parental care for offspring, as well as within kinship bonds, to help facilitate group living. In this paper, we integrate the perspectives of evolution, animal behaviour, developmental psychology, and social and clinical neuroscience to elucidate our understanding of the proximate mechanisms underlying empathy. We focus, in particular, on processing of signals of distress and need, and their relation to prosocial behaviour. The ability to empathize, both in animals and humans, mediates prosocial behaviour when sensitivity to others' distress is paired with a drive towards their welfare. Disruption or atypical development of the neural circuits that process distress cues and integrate them with decision value leads to callous disregard for others, as is the case in psychopathy. The realization that basic forms of empathy exist in non-human animals is crucial for gaining new insights into the underlying neurobiological and genetic mechanisms of empathy, enabling translation towards therapeutic and pharmacological interventions.","[{'authorId': '3235030', 'name': 'J. Decety'}, {'authorId': '4141534', 'name': 'I. Bartal'}, {'authorId': '3983316', 'name': 'F. Uzefovsky'}, {'authorId': '1382527236', 'name': 'A. Knafo-Noam'}]",400.0,"{'bibtex': '@Article{Decety2016EmpathyAA,\n author = {J. Decety and I. Bartal and F. Uzefovsky and A. Knafo-Noam},\n journal = {Philosophical Transactions of the Royal Society B: Biological Sciences},\n title = {Empathy as a driver of prosocial behaviour: highly conserved neurobehavioural mechanisms across species},\n volume = {371},\n year = {2016}\n}\n'}",,"{'volume': '371', 'name': 'Philosophical Transactions of the Royal Society B: Biological Sciences'}",132.0,Empathy as a driver of prosocial behaviour: highly conserved neurobehavioural mechanisms across species,2016.0
2468,d72622e04349f847cde3888560dc7e5550ccd29a,"Background Living systems are associated with Social networks — networks made up of nodes, some of which may be more important in various aspects as compared to others. While different quantitative measures labeled as “centralities” have previously been used in the network analysis community to find out influential nodes in a network, it is debatable how valid the centrality measures actually are. In other words, the research question that remains unanswered is: how exactly do these measures perform in the real world? So, as an example, if a centrality of a particular node identifies it to be important, is the node actually important? Purpose The goal of this paper is not just to perform a traditional social network analysis but rather to evaluate different centrality measures by conducting an empirical study analyzing exactly how do network centralities correlate with data from published multidisciplinary network data sets. Method We take standard published network data sets while using a random network to establish a baseline. These data sets included the Zachary's Karate Club network, dolphin social network and a neural network of nematode Caenorhabditis elegans. Each of the data sets was analyzed in terms of different centrality measures and compared with existing knowledge from associated published articles to review the role of each centrality measure in the determination of influential nodes. Results Our empirical analysis demonstrates that in the chosen network data sets, nodes which had a high Closeness Centrality also had a high Eccentricity Centrality. Likewise high Degree Centrality also correlated closely with a high Eigenvector Centrality. Whereas Betweenness Centrality varied according to network topology and did not demonstrate any noticeable pattern. In terms of identification of key nodes, we discovered that as compared with other centrality measures, Eigenvector and Eccentricity Centralities were better able to identify important nodes.","[{'authorId': '4026257', 'name': 'Komal Batool'}, {'authorId': '1795560', 'name': 'M. Niazi'}]",87.0,"{'bibtex': '@Article{Batool2014TowardsAM,\n author = {Komal Batool and M. Niazi},\n journal = {PLoS ONE},\n title = {Towards a Methodology for Validation of Centrality Measures in Complex Networks},\n volume = {9},\n year = {2014}\n}\n'}",,"{'volume': '9', 'name': 'PLoS ONE'}",35.0,Towards a Methodology for Validation of Centrality Measures in Complex Networks,2014.0
2469,d7293f87cc24b0f5e851d0decd58e6467bc75dd9,,"[{'authorId': '4367292', 'name': 'P. Ellsworth'}, {'authorId': '2462740', 'name': 'K. Scherer'}]",1831.0,"{'bibtex': '@Inproceedings{Ellsworth2003AppraisalPI,\n author = {P. Ellsworth and K. Scherer},\n title = {Appraisal processes in emotion.},\n year = {2003}\n}\n'}",,"{'volume': '', 'name': ''}",0.0,Appraisal processes in emotion.,2003.0
