,paperId,title,abstract,year,referenceCount,citationCount,isOpenAccess,openAccessPdf,journal,citationStyles,authors
2215,bf176c71dfaaba000f9f7605ecc532991bf4cca9,Multimedia interfaces for users with high functioning autism: An empirical investigation,,2008.0,31.0,133.0,False,,"{'volume': '66', 'pages': '628-639', 'name': 'Int. J. Hum. Comput. Stud.'}","{'bibtex': '@Article{Grynszpan2008MultimediaIF,\n author = {O. Grynszpan and Jean-Claude Martin and J. Nadel},\n journal = {Int. J. Hum. Comput. Stud.},\n pages = {628-639},\n title = {Multimedia interfaces for users with high functioning autism: An empirical investigation},\n volume = {66},\n year = {2008}\n}\n'}","[{'authorId': '2791712', 'name': 'O. Grynszpan'}, {'authorId': '2110130919', 'name': 'Jean-Claude Martin'}, {'authorId': '2433022', 'name': 'J. Nadel'}]"
2216,bf4045307607f783ae8e22e805eed62c1c4e9b84,Principles of traditional animation applied to 3D computer animation,"This paper describes the basic principles of traditional 2D hand drawn animation and their application to 3D computer animation. After describing how these principles evolved, the individual principles are detailed, addressing their meanings in 2D hand drawn animation and their application to 3D computer animation. This should demonstrate the importance of these principles to quality 3D computer animation.",1987.0,28.0,709.0,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/37401.37407', 'status': None}",{'name': 'Proceedings of the 14th annual conference on Computer graphics and interactive techniques'},"{'bibtex': '@Article{Lasseter1987PrinciplesOT,\n author = {J. Lasseter},\n journal = {Proceedings of the 14th annual conference on Computer graphics and interactive techniques},\n title = {Principles of traditional animation applied to 3D computer animation},\n year = {1987}\n}\n'}","[{'authorId': '31781220', 'name': 'J. Lasseter'}]"
2217,bf8cadd5dc450f8e6d41dc95f3535c324401c508,Expression of the emotions in man,,1963.0,0.0,266.0,False,,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Knapp1963ExpressionOT,\n author = {P. Knapp},\n title = {Expression of the emotions in man},\n year = {1963}\n}\n'}","[{'authorId': '70003799', 'name': 'P. Knapp'}]"
2218,bfa6eb0241c6968f178f00a35677fa3df30706a7,Understanding naturalness and intuitiveness in gesture production: insights for touchless gestural interfaces,This paper explores how interaction with systems using touchless gestures can be made intuitive and natural. Analysis of 912 video clips of gesture production from a user study of 16 subjects communicating transitive actions (manipulation of objects with or without external tools) indicated that 1) dynamic pantomimic gestures where imagined tool/object is explicitly held are performed more intuitively and easily than gestures where a body part is used to represent the tool/object or compared to static hand poses and 2) gesturing while communicating the transitive action as how the user habitually performs the action (pantomimic action) is perceived to be easier and more natural than gesturing while communicating it as an instruction. These findings provide guidelines for the characteristics of gestures and user mental models one must consciously be concerned with when designing and implementing gesture vocabularies of touchless interaction.,2011.0,23.0,126.0,False,,{'name': 'Proceedings of the SIGCHI Conference on Human Factors in Computing Systems'},"{'bibtex': '@Article{Grandhi2011UnderstandingNA,\n author = {Sukeshini A. Grandhi and Gina Joue and I. Mittelberg},\n journal = {Proceedings of the SIGCHI Conference on Human Factors in Computing Systems},\n title = {Understanding naturalness and intuitiveness in gesture production: insights for touchless gestural interfaces},\n year = {2011}\n}\n'}","[{'authorId': '2246337', 'name': 'Sukeshini A. Grandhi'}, {'authorId': '2988256', 'name': 'Gina Joue'}, {'authorId': '2076370', 'name': 'I. Mittelberg'}]"
2219,bfc96faaf8d52d5c96684dfc9ed7189596508018,Investigations into emotion regulation difficulties among adolescents and young adults with autism spectrum disorder: A qualitative study,"ABSTRACT Background Emotion regulation difficulties have been associated with depression and anxiety in typically developing individuals. However, until recently, the impact of emotion regulation difficulties for adolescents and young adults with autism spectrum disorder (ASD) has received little attention. We investigated emotion regulation difficulties from the perspective of those who would experience the sequelae. This included parents, teachers, and psychologists. Method Seven focus groups with parents, teachers, and psychologists, and 7 interviews with adolescents and young adults with ASD were conducted. Results Across the groups, participants discussed their triggers of distressing emotions, difficulties with emotional awareness, emotion regulation strategies, and the consequences of their distressing emotions. Both depression and anxiety were perceived as the most experienced distressing issues with the greatest consequences. Conclusions The implications of the themes revealed in the interviews and focus groups are discussed in light in previous literature and may help to inform future interventions.",2017.0,59.0,15.0,False,,"{'volume': '42', 'pages': '275 - 284', 'name': 'Journal of Intellectual & Developmental Disability'}","{'bibtex': '@Article{Santomauro2017InvestigationsIE,\n author = {D. Santomauro and J. Sheffield and K. Sofronoff},\n journal = {Journal of Intellectual & Developmental Disability},\n pages = {275 - 284},\n title = {Investigations into emotion regulation difficulties among adolescents and young adults with autism spectrum disorder: A qualitative study},\n volume = {42},\n year = {2017}\n}\n'}","[{'authorId': '6731644', 'name': 'D. Santomauro'}, {'authorId': '5316023', 'name': 'J. Sheffield'}, {'authorId': '4384768', 'name': 'K. Sofronoff'}]"
2220,bfd6b70fa91024a3ea9ba390f57fe903e42b5183,Can Virtual Human Build Rapport and Promote Learning?,"Research show that teacher's nonverbal immediacy can have a positive impact on student's cognitive learning and affect [3]. This paper investigates the effectiveness of nonverbal immediacy using a virtual human. The virtual human attempts to use immediacy feedback to create rapport with the learner. Results show that the virtual human established rapport with learners but did not help them achieve better learning results. The results also suggest that creating rapport is related to higher self-efficacy, and self-efficacy is related to better learning results.",2009.0,56.0,18.0,False,,{'pages': '737-739'},"{'bibtex': '@Inproceedings{Wang2009CanVH,\n author = {Ning Wang and J. Gratch},\n pages = {737-739},\n title = {Can Virtual Human Build Rapport and Promote Learning?},\n year = {2009}\n}\n'}","[{'authorId': '2152170419', 'name': 'Ning Wang'}, {'authorId': '145438097', 'name': 'J. Gratch'}]"
2223,bfdbfe3bf703594b884ae69f505f94ce7e98141e,An argument for basic emotions,"Abstract Emotions are viewed as having evolved through their adaptive value in dealing with fundamental life-tasks. Each emotion has unique features: signal, physiology, and antecedent events. Each...",1992.0,94.0,7591.0,False,,"{'volume': '6', 'pages': '169-200', 'name': 'Cognition & Emotion'}","{'bibtex': '@Article{Ekman1992AnAF,\n author = {P. Ekman},\n journal = {Cognition & Emotion},\n pages = {169-200},\n title = {An argument for basic emotions},\n volume = {6},\n year = {1992}\n}\n'}","[{'authorId': '21451088', 'name': 'P. Ekman'}]"
2224,bff2e781c1b54f6d490fccf05b303291cf4655ec,Meta-Analysis of the Efficacy of Virtual Reality Exposure Therapy for Social Anxiety,"Abstract Social anxiety is a common, debilitating psychological problem. In the present study, two meta-analyses examined the efficacy of virtual reality exposure therapy for social anxiety. The first meta-analysis tested whether virtual reality exposure therapy reduces social anxiety more than a waitlist control condition. The results of the first meta-analysis, consisting of six studies and 233 participants, showed a significant overall effect size, indicating that virtual reality exposure therapy was effective in reducing social anxiety. The second meta-analysis tested whether the standard treatment for social anxiety, which includes in vivo or imaginal exposure, leads to greater effects than virtual reality exposure therapy. The second meta-analysis, consisting of seven studies and 340 total participants, showed essentially no difference in effect sizes between virtual reality exposure and in vivo or imaginal exposure. The results of the two meta-analyses support the use of virtual reality in the treatment of social anxiety.",2018.0,68.0,79.0,True,"{'url': 'https://www.cambridge.org/core/services/aop-cambridge-core/content/view/523AE3EAF14DD82FB614431421656FC5/S0813483918000153a.pdf/div-class-title-meta-analysis-of-the-efficacy-of-virtual-reality-exposure-therapy-for-social-anxiety-div.pdf', 'status': None}","{'volume': '35', 'pages': '152 - 166', 'name': 'Behaviour Change'}","{'bibtex': '@Article{Chesham2018MetaAnalysisOT,\n author = {Rachel K Chesham and J. Malouff and N. Schutte},\n journal = {Behaviour Change},\n pages = {152 - 166},\n title = {Meta-Analysis of the Efficacy of Virtual Reality Exposure Therapy for Social Anxiety},\n volume = {35},\n year = {2018}\n}\n'}","[{'authorId': '115557090', 'name': 'Rachel K Chesham'}, {'authorId': '5877808', 'name': 'J. Malouff'}, {'authorId': '5055848', 'name': 'N. Schutte'}]"
2225,bff9b22a96a49a35edd10f6a1cec04694cfdc79e,Towards Emotion-aided Multi-modal Dialogue Act Classification,"The task of Dialogue Act Classification (DAC) that purports to capture communicative intent has been studied extensively. But these studies limit themselves to text. Non-verbal features (change of tone, facial expressions etc.) can provide cues to identify DAs, thus stressing the benefit of incorporating multi-modal inputs in the task. Also, the emotional state of the speaker has a substantial effect on the choice of the dialogue act, since conversations are often influenced by emotions. Hence, the effect of emotion too on automatic identification of DAs needs to be studied. In this work, we address the role of both multi-modality and emotion recognition (ER) in DAC. DAC and ER help each other by way of multi-task learning. One of the major contributions of this work is a new dataset- multimodal Emotion aware Dialogue Act dataset called EMOTyDA, collected from open-sourced dialogue datasets. To demonstrate the utility of EMOTyDA, we build an attention based (self, inter-modal, inter-task) multi-modal, multi-task Deep Neural Network (DNN) for joint learning of DAs and emotions. We show empirically that multi-modality and multi-tasking achieve better performance of DAC compared to uni-modal and single task DAC variants.",2020.0,56.0,44.0,True,"{'url': 'https://www.aclweb.org/anthology/2020.acl-main.402.pdf', 'status': None}",{'pages': '4361-4372'},"{'bibtex': '@Inproceedings{Saha2020TowardsEM,\n author = {Tulika Saha and Aditya Patra and S. Saha and P. Bhattacharyya},\n pages = {4361-4372},\n title = {Towards Emotion-aided Multi-modal Dialogue Act Classification},\n year = {2020}\n}\n'}","[{'authorId': '52219377', 'name': 'Tulika Saha'}, {'authorId': '46561390', 'name': 'Aditya Patra'}, {'authorId': '145470045', 'name': 'S. Saha'}, {'authorId': '145532184', 'name': 'P. Bhattacharyya'}]"
2226,c0292ef46a4bed4f8146a654983683a206295f1d,Photorealistic avatars to enhance the efficacy of Selfattachment psychotherapy,"We have designed, developed, and tested an Immersive virtual reality (VR) platform to practice the protocols of Self-attachment psychotherapy. We made use of customized photorealistic avatars for the implementation of both the high-end version (based on Facebook’s Oculus) and the low-end version (based on Google’s cardboard) of our platform. Under the Selfattachment therapeutic framework, the causes of mental disorders such as chronic anxiety and depression are traced back to the individual’s insecure attachment with their primary caregiver during childhood and their subsequent problems in affect regulation. The conventional approach (without VR) to Selfattachment requires that the individual uses their childhood photographs to recall their childhood memories and then imagine that the child that they were is present with them. They thus establish a compassionate relationship with their childhood self and then, using love songs and dancing, create an affectional bond with them. Their adult self subsequently role plays a good parent and interacts with their imagined childhood self to perform various developmental and re-parenting activities. The goal is to enhance their capacities for self-regulation of emotion, which can lead them into earning secure attachment. It is hypothesized that our immersive virtual reality platform – which enables the users to interact with their customized 3D photorealistic childhood avatar - offers either a better alternative or at least a complementary visual tool to the conventional imaginal approach to Self-attachment. The platform was developed in Unity 3D, a cross-platform game engine, and takes advantage of the itSeez3D Avatar SDK for generating a customized photorealistic 3D avatar head from a 2D childhood image of the user. The platform also offers facial and body animations for some of the basic emotional states such as Happy, Sad, Scared and Joyful and it allows modifications to the avatar body (height/ width) and clothing color. A study to compare the use of the avatar-based approach (VR) to Self-attachment with the conventional photo-based approach showed promising results. Almost 85% of the participants reported that their photorealistic childhood avatar in VR was more relatable than their childhood photos. Both low-end and high-end VR based approaches were unanimously reported to be more effective than the conventional imaginal approach. Participants reported that the high-end version of the VR platform was more realistic and immersive than the low-end mobile VR version.",2020.0,42.0,2.0,False,,"{'pages': '60-67', 'name': '2020 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR)'}","{'bibtex': '@Article{Ghaznavi2020PhotorealisticAT,\n author = {I. Ghaznavi and Duncan Gillies and D. Nicholls and A. Edalat},\n journal = {2020 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR)},\n pages = {60-67},\n title = {Photorealistic avatars to enhance the efficacy of Selfattachment psychotherapy},\n year = {2020}\n}\n'}","[{'authorId': '2485535', 'name': 'I. Ghaznavi'}, {'authorId': '146493111', 'name': 'Duncan Gillies'}, {'authorId': '40054719', 'name': 'D. Nicholls'}, {'authorId': '1694989', 'name': 'A. Edalat'}]"
2227,c048797031d2fe53e4f8c9af8ce46952bed284cb,Emotion Regulation and Autism Spectrum Disorders: A Literature Review,,2017.0,21.0,3.0,False,,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Hurd2017EmotionRA,\n author = {Catherine R Hurd},\n title = {Emotion Regulation and Autism Spectrum Disorders: A Literature Review},\n year = {2017}\n}\n'}","[{'authorId': '114421967', 'name': 'Catherine R Hurd'}]"
2228,c05d2a7ed16e47f2ab2dd18435b7a0380b5041dd,Greta: a conversing socio-emotional agent,"To create socially aware virtual agents, we conduct research along two main research directions: 1) develop richer models of multimodal behaviors for the agent; 2) make the agent a more socially competent interlocutor.",2017.0,19.0,7.0,False,,{'name': 'Proceedings of the 1st ACM SIGCHI International Workshop on Investigating Social Interactions with Artificial Agents'},"{'bibtex': '@Article{Pelachaud2017GretaAC,\n author = {C. Pelachaud},\n journal = {Proceedings of the 1st ACM SIGCHI International Workshop on Investigating Social Interactions with Artificial Agents},\n title = {Greta: a conversing socio-emotional agent},\n year = {2017}\n}\n'}","[{'authorId': '1703084', 'name': 'C. Pelachaud'}]"
2229,c08b5a8338cdceae6d78b7108086e17d58c20b62,Younger and older users' recognition of virtual agent facial expressions,,2015.0,91.0,27.0,True,"{'url': 'https://europepmc.org/articles/pmc4331019?pdf=render', 'status': None}","{'volume': '75', 'pages': '\n          1-20\n        ', 'name': 'International journal of human-computer studies'}","{'bibtex': ""@Article{Beer2015YoungerAO,\n author = {Jenay M. Beer and Cory-Ann Smarr and A. D. Fisk and W. Rogers},\n journal = {International journal of human-computer studies},\n pages = {\n          1-20\n        },\n title = {Younger and older users' recognition of virtual agent facial expressions},\n volume = {75},\n year = {2015}\n}\n""}","[{'authorId': '1809740', 'name': 'Jenay M. Beer'}, {'authorId': '1963261', 'name': 'Cory-Ann Smarr'}, {'authorId': '1689705', 'name': 'A. D. Fisk'}, {'authorId': '145912604', 'name': 'W. Rogers'}]"
2231,c0d94c9c36c9ef2a850ae15303eef47dec4650a8,Experimental Methods for Inducing Basic Emotions: A Qualitative Review,"Experimental emotion inductions provide the strongest causal evidence of the effects of emotions on psychological and physiological outcomes. In the present qualitative review, we evaluated five common experimental emotion induction techniques: visual stimuli, music, autobiographical recall, situational procedures, and imagery. For each technique, we discuss the extent to which they induce six basic emotions: anger, disgust, surprise, happiness, fear, and sadness. For each emotion, we discuss the relative influences of the induction methods on subjective emotional experience and physiological responses (e.g., heart rate, blood pressure). Based on the literature reviewed, we make emotion-specific recommendations for induction methods to use in experiments.",2019.0,45.0,146.0,True,"{'url': 'https://journals.sagepub.com/doi/pdf/10.1177/1754073917749016', 'status': None}","{'volume': '11', 'pages': '87 - 97', 'name': 'Emotion Review'}","{'bibtex': '@Article{Siedlecka2019ExperimentalMF,\n author = {E. Siedlecka and T. Denson},\n journal = {Emotion Review},\n pages = {87 - 97},\n title = {Experimental Methods for Inducing Basic Emotions: A Qualitative Review},\n volume = {11},\n year = {2019}\n}\n'}","[{'authorId': '5735685', 'name': 'E. Siedlecka'}, {'authorId': '2990169', 'name': 'T. Denson'}]"
2232,c0f2bdd626ce66f91e14a6af604f9a1f3355a6c1,Conversational Games‚ Belief Revision and Bayesian Networks,,1997.0,0.0,44.0,False,,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Pulman1997ConversationalGB,\n author = {S. Pulman},\n title = {Conversational Games‚ Belief Revision and Bayesian Networks},\n year = {1997}\n}\n'}","[{'authorId': '50419262', 'name': 'S. Pulman'}]"
2233,c0f98b13fb62fcd49a389de541870d15bd3247be,Emotion and Adaptation,"Part I: BACKGROUND: About emotion Issues of research, classification and measurements Part II: THE COGNITIVE-MOTIVATIONAL-RELATIONAL THEORY: The person-environment relationship: motivation and coping Cognition and emotion Issues of causality Part III: INDIVIDUAL EMOTIONS: Goal incongruent (negative) emotions Goal congruent (positive) and problematic emotions Part IV: EMOTIONAL DEVELOPMENT: Individual development Social influence Part V: PRACTICAL APPLICATIONS: Emotions and health Implications for research, assessment, treatment and disease prevention References Index.",1991.0,0.0,5248.0,False,,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Lazarus1991EmotionAA,\n author = {R. Lazarus},\n title = {Emotion and Adaptation},\n year = {1991}\n}\n'}","[{'authorId': '5628684', 'name': 'R. Lazarus'}]"
2236,c1003dca00630d4d40fc5827ac2524fa5f31c9a8,What influences patients' medication adherence? Mental health nurse perspectives and a need for education and training.,"This paper explores the role of mental health nurses in medication adherence and their perspective of what influences patients' medication non-adherence. Forty-eight mental health nurses with active patient caseloads completed a comprehensive questionnaire assessing a number of variables related to medications, including whom they felt was primarily responsible for monitoring the side-effects of medication, their knowledge skills and confidence in dealing with medication adherence and their prior education and training in medication adherence strategies. Lack of patient insight was endorsed as the strongest influence on patient non-adherence. Over 84% of nurses indicated they did not have any prior education or training in medication adherence strategies. Implications of the findings for education and training and nurses' roles in supporting medication adherence are discussed.",2003.0,12.0,63.0,False,,"{'volume': '12 2', 'pages': '\n          148-52\n        ', 'name': 'International journal of mental health nursing'}","{'bibtex': ""@Article{Coombs2003WhatIP,\n author = {T. Coombs and F. Deane and Gordon Lambert and R. Griffiths},\n journal = {International journal of mental health nursing},\n pages = {\n          148-52\n        },\n title = {What influences patients' medication adherence? Mental health nurse perspectives and a need for education and training.},\n volume = {12 2},\n year = {2003}\n}\n""}","[{'authorId': '34812947', 'name': 'T. Coombs'}, {'authorId': '2882448', 'name': 'F. Deane'}, {'authorId': '152667497', 'name': 'Gordon Lambert'}, {'authorId': '143882489', 'name': 'R. Griffiths'}]"
2237,c10141ed6b04b5eea3da602e75e3ad1a08262ba1,Cognitive bias modification approaches to anxiety.,"Clinical anxiety disorders and elevated levels of anxiety vulnerability are characterized by cognitive biases, and this processing selectivity has been implicated in theoretical accounts of these conditions. We review research that has sought to evaluate the causal contributions such biases make to anxiety dysfunction and to therapeutically alleviate anxiety using cognitive-bias modification (CBM) procedures. After considering the purpose and nature of CBM methodologies, we show that variants designed to modify selective attention (CBM-A) or interpretation (CBM-I) have proven capable of reducing anxiety vulnerability and ameliorating dysfunctional anxiety. In addition to supporting the causal role of cognitive bias in anxiety vulnerability and dysfunction and illuminating the mechanisms that underpin such bias, the findings suggest that CBM procedures may have therapeutic promise within clinical settings. We discuss key issues within this burgeoning field of research and suggest future directions CBM research should take to maximize its theoretical and applied value.",2012.0,125.0,521.0,False,,"{'volume': '8', 'pages': '\n          189-217\n        ', 'name': 'Annual review of clinical psychology'}","{'bibtex': '@Article{MacLeod2012CognitiveBM,\n author = {C. MacLeod and A. Mathews},\n journal = {Annual review of clinical psychology},\n pages = {\n          189-217\n        },\n title = {Cognitive bias modification approaches to anxiety.},\n volume = {8},\n year = {2012}\n}\n'}","[{'authorId': '145934733', 'name': 'C. MacLeod'}, {'authorId': '1808296', 'name': 'A. Mathews'}]"
2238,c10d2d7d1fd68e6517a7360fdfca72b787405b67,Cross-cultural differences in recognizing affect from body posture,,2006.0,45.0,192.0,False,,"{'volume': '18', 'pages': '1371-1389', 'name': 'Interact. Comput.'}","{'bibtex': '@Article{Kleinsmith2006CrossculturalDI,\n author = {A. Kleinsmith and P. Ravindra De Silva and N. Bianchi-Berthouze},\n journal = {Interact. Comput.},\n pages = {1371-1389},\n title = {Cross-cultural differences in recognizing affect from body posture},\n volume = {18},\n year = {2006}\n}\n'}","[{'authorId': '2870739', 'name': 'A. Kleinsmith'}, {'authorId': '2223722359', 'name': 'P. Ravindra De Silva'}, {'authorId': '1398541310', 'name': 'N. Bianchi-Berthouze'}]"
2239,c113f8a477b2348b4b163a9a6fd420b8a826a435,Understanding the Psycho-Physiological Implications of Interaction With a Virtual Reality-Based System in Adolescents With Autism: A Feasibility Study,"Individuals with Autism are characterized by deficits in socialization and communication. In recent years several assistive technologies, e.g., Virtual Reality (VR), have been investigated to address the socialization deficits in these individuals. Presently available VR-based systems address various aspects of social communication in an isolated manner and without monitoring one's affective state such as, anxiety. However, in conventional observation-based therapy, a therapist adjusts the intervention paradigm by monitoring one's anxiety level. But, often these individuals have an inherent inability to explicitly express their anxiety thereby inducing limitations on conventional techniques. Physiological signals being continuously available and not directly impacted by these communication difficulties can be alternatively used as markers of one's anxiety level. In our research we aim at designing a Virtual-reality bAsed Social-communication Task (VAST) system that can address the various aspects of social communication, e.g., social context, subtle social cues, emotional expression, etc., in a cumulative and structured way. In addition, we augment this with a capability to use one's physiological signals as markers of one's anxiety level. In our preliminary feasibility study we investigate the potential of VAST to cause variations in one's performance and anxiety level that can be mapped from one's physiological indices.",2015.0,28.0,52.0,False,,"{'volume': '23', 'pages': '665-675', 'name': 'IEEE Transactions on Neural Systems and Rehabilitation Engineering'}","{'bibtex': '@Article{Kuriakose2015UnderstandingTP,\n author = {Selvia Kuriakose and U. Lahiri},\n journal = {IEEE Transactions on Neural Systems and Rehabilitation Engineering},\n pages = {665-675},\n title = {Understanding the Psycho-Physiological Implications of Interaction With a Virtual Reality-Based System in Adolescents With Autism: A Feasibility Study},\n volume = {23},\n year = {2015}\n}\n'}","[{'authorId': '2388380', 'name': 'Selvia Kuriakose'}, {'authorId': '2393577', 'name': 'U. Lahiri'}]"
2240,c130cd3c5708df9034e4748742d944183b642595,Consistent Communication with Control,"We are seeking to outline a framework to create embodied agents with consistency both in terms of human actions and communications in general and individual humans in particular. Our goal is to drive this consistent behavior from internal or cognitive models of the agents. First, we describe channels of non-verbal communication and related research in embodied agents. We then describe cognitive processes that can be used to coordinate these channels of communication and create consistent behavior. Comments Postprint version. Presented at Workshop on Non-Verbal and Verbal Communicative Acts to Achieve Contextual Embodied Agents, Autonomous Agents 2001, 6 pages. This conference paper is available at ScholarlyCommons: http://repository.upenn.edu/hms/85 Consistent Communication with Control Jan M. Allbeck and Norman I. Badler Center for Human Modeling and Simulation University of Pennsylvania 200 S. 33rd St., Philadelphia, PA 19104-6389 allbeck@graphics.cis.upenn.edu",2001.0,30.0,15.0,False,,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Allbeck2001ConsistentCW,\n author = {J. Allbeck and N. Badler},\n title = {Consistent Communication with Control},\n year = {2001}\n}\n'}","[{'authorId': '1855748', 'name': 'J. Allbeck'}, {'authorId': '1699200', 'name': 'N. Badler'}]"
2241,c134bb64f1547baa693fd6593a8ae77bb5289b6a,Behavioral Neuroscience Methods Article,"setting that mirrors a real-life situation, but with, for example, the experimental design manipulating particular factors of interest in exposures of different groups of subjects to the experience. Here we argue that immersive virtual reality is especially interesting for the study of how people respond to violent incidents where a perpetrator attacks a victim. We are interested in the circumstances under which bystanders are likely to intervene in order to prevent harm to the victim. Immersive virtual reality provides an ecologically valid setting in which to study this issue while at the same time removing the problem of physical danger, and overcoming the many ethical issues involved in the study of violence. In the rest of this paper we fi rst briefl y review some of the literature relating to responses to violence in desktop based systems such as video games, before going on to describe what we mean by immersive virtual reality, and how this is profoundly different with respect to engaging people in realistic responses to virtual situations. Next we review one experiment where participants infl ict violence on virtual characters in immersive virtual reality, a reprise of the Stanley Milgram obedience experiments. Next we apply these ideas to new research that is using virtual reality to study bystander responses to violent incidents, and we describe some qualitative results from ongoing pilot studies. Finally we discuss recommendations for the use of virtual reality in the study of violence. Our experiments discussed in this paper have been approved by the UCL Research Ethics Committee.",,51.0,92.0,False,,,"{'bibtex': '@Misc{None,\n title = {Behavioral Neuroscience Methods Article}\n}\n'}",[]
2242,c151f144c2c0e8d3b176edaf2ce5369c7707bd31,Large-scale Analysis of Counseling Conversations: An Application of Natural Language Processing to Mental Health,"Mental illness is one of the most pressing public health issues of our time. While counseling and psychotherapy can be effective treatments, our knowledge about how to conduct successful counseling conversations has been limited due to lack of large-scale data with labeled outcomes of the conversations. In this paper, we present a large-scale, quantitative study on the discourse of text-message-based counseling conversations. We develop a set of novel computational discourse analysis methods to measure how various linguistic aspects of conversations are correlated with conversation outcomes. Applying techniques such as sequence-based conversation models, language model comparisons, message clustering, and psycholinguistics-inspired word frequency analyses, we discover actionable conversation strategies that are associated with better conversation outcomes.",2016.0,40.0,220.0,True,"{'url': 'http://www.mitpressjournals.org/doi/pdf/10.1162/tacl_a_00111', 'status': None}","{'volume': '4', 'pages': '463 - 476', 'name': 'Transactions of the Association for Computational Linguistics'}","{'bibtex': '@Article{Althoff2016LargescaleAO,\n author = {Tim Althoff and Kevin Clark and J. Leskovec},\n journal = {Transactions of the Association for Computational Linguistics},\n pages = {463 - 476},\n title = {Large-scale Analysis of Counseling Conversations: An Application of Natural Language Processing to Mental Health},\n volume = {4},\n year = {2016}\n}\n'}","[{'authorId': '1745524', 'name': 'Tim Althoff'}, {'authorId': '144358401', 'name': 'Kevin Clark'}, {'authorId': '1702139', 'name': 'J. Leskovec'}]"
2243,c16f03480935ca2eb4cb55df1a06b071f32959f8,Mean value coordinates,,2003.0,17.0,1096.0,False,,"{'volume': '20', 'pages': '19-27', 'name': 'Comput. Aided Geom. Des.'}","{'bibtex': '@Article{Floater2003MeanVC,\n author = {M. Floater},\n journal = {Comput. Aided Geom. Des.},\n pages = {19-27},\n title = {Mean value coordinates},\n volume = {20},\n year = {2003}\n}\n'}","[{'authorId': '2548703', 'name': 'M. Floater'}]"
2244,c1ac0c8e52cad06a91c783606771ac320211a0a0,Cooperating with life-like interface agents,,1999.0,27.0,142.0,True,,"{'volume': '15', 'pages': '123-142', 'name': 'Computers in Human Behavior'}","{'bibtex': '@Article{Parise1999CooperatingWL,\n author = {Salvatore Parise and S. Kiesler and L. Sproull and Keith Waters},\n journal = {Computers in Human Behavior},\n pages = {123-142},\n title = {Cooperating with life-like interface agents},\n volume = {15},\n year = {1999}\n}\n'}","[{'authorId': '2622833', 'name': 'Salvatore Parise'}, {'authorId': '47198673', 'name': 'S. Kiesler'}, {'authorId': '2198165', 'name': 'L. Sproull'}, {'authorId': '150179849', 'name': 'Keith Waters'}]"
2245,c1e2274bcc01d860af5f8e6d8ceb75c836d9c058,Multilingual emotion classification using supervised learning: Comparative experiments,,2017.0,56.0,41.0,False,,"{'volume': '53', 'pages': '684-704', 'name': 'Inf. Process. Manag.'}","{'bibtex': '@Article{Becker2017MultilingualEC,\n author = {Karin Becker and V. Moreira and Aline G. L. dos Santos},\n journal = {Inf. Process. Manag.},\n pages = {684-704},\n title = {Multilingual emotion classification using supervised learning: Comparative experiments},\n volume = {53},\n year = {2017}\n}\n'}","[{'authorId': '49629811', 'name': 'Karin Becker'}, {'authorId': '35052246', 'name': 'V. Moreira'}, {'authorId': '144510739', 'name': 'Aline G. L. dos Santos'}]"
2246,c1f0eee9e0ef6052beb5e7e2b3aede2a4437bf52,Context-aware Natural Language Generation for Spoken Dialogue Systems,"Natural language generation (NLG) is an important component of question answering(QA) systems which has a significant impact on system quality. Most tranditional QA systems based on templates or rules tend to generate rigid and stylised responses without the natural variation of human language. Furthermore, such methods need an amount of work to generate the templates or rules. To address this problem, we propose a Context-Aware LSTM model for NLG. The model is completely driven by data without manual designed templates or rules. In addition, the context information, including the question to be answered, semantic values to be addressed in the response, and the dialogue act type during interaction, are well approached in the neural network model, which enables the model to produce variant and informative responses. The quantitative evaluation and human evaluation show that CA-LSTM obtains state-of-the-art performance.",2016.0,22.0,23.0,False,,{'pages': '2032-2041'},"{'bibtex': '@Inproceedings{Zhou2016ContextawareNL,\n author = {Hao Zhou and Minlie Huang and Xiaoyan Zhu},\n pages = {2032-2041},\n title = {Context-aware Natural Language Generation for Spoken Dialogue Systems},\n year = {2016}\n}\n'}","[{'authorId': '144751955', 'name': 'Hao Zhou'}, {'authorId': '1730108', 'name': 'Minlie Huang'}, {'authorId': '145213540', 'name': 'Xiaoyan Zhu'}]"
